,itemname,content,region,price,score,keywords
238,아이패드 프로4 12.9 wifi+셀룰러 제품 판매합니다!,"아이패드 프로 4세대 12.9인치 셀룰러 256gb제품 풀박스 판매합니다!

올해 1월에 구매후 바로 케이스 끼고 사용 하여 기스는 없습니다!
손이 잘 가지 않아 판매할려고 합니다!

보증기간은 2022년 1월 12일까지 입니다!
블루투스 키보드 필요하시면 같이 드릴게요!!

직거래 및 택배거래 가능합니다!
언제든지 연락주세요!",인천 부평구 청천2동,1200000,132,"없음, 풀박스, 셀룰러, 256"
239,아이패드 프로4 12.9인치 128 와이파이 모델 판매합니다,"사진처럼 상태 양호하며 전면에 종이질감 필름 붙여져 있습니다. (예전에 필름을 잘못붙여서 기포가 좀 있으니 떼면 괜찮습니다)
충전기, 케이블 및 사용설명서 등은 미사용으로 비늘 그대로 붙어 있어요.
사용하던 블루투스 키보드와 케이스 같이 드립니다.",충남 천안시 서북구 두정동,950000,110,"없음, 필름, 미사용"
240,아이패드 프로 4세대 12.9 스그 셀룰러 256g 애케플 팝니다,"작년9월구매  
애플케어있습니다 2022 09 06일까지  
풀박스보관중입니다

직거래  춘천 홍천 인제 양양  근처 가능요",강원도 춘천시 동산면,1150000,110,"없음, 애플케이플러스"
241,아이패드 프로4세대 12.9인치 128기가 실버(와이파이용)팝니다.,아이패드프로 4세대 12.9인치 128기가 실버 (와이파이용) 비닐도 안 뜯은 새상품 팝니다.,경기도 남양주시 호평동,1100000,110,"없음, 새제품"
242,아이패드 pro 4세대 12.9인치 128기가,"애플펜슬 2세대 포함 민트급
사두고 쓸일이 없어서 판매해요
케이스 포함입니다.",경북 안동시 태화동,1000000,100,없음
243,아이패드 프로4세대 256g 12.9 판매합니다 거이새제품,"아이패드 프로 4세대 12.9 256g이구요
기스 그런거하나도 없습니다
종이질감 필름 부착되어있습니다
올해 2월에 구매하였고 사용하질않아서 판매합니다 거이새제품입니다

추가로 애플펜슬2세대도 판매합니다
이건 당근케이스도잇구요
펜슬은 구매한지 삼주됏습니다
15만원입니다",충북 청주시 서원구 개신동,1200000,125,"없음, 필름, 새제품, 256"
244,아이패드 프로 4세대 12.9인치 512g 셀룰러 lte 자급제 미개봉 실버 팝니다.,애플펜슬 2세대 미개봉 포함시 141만에 드립니다. 펜슬만 따로 팔진 않아요. 가격제안도 받지 않습니다. 대학동 우체국 직거래 합니다.,서울 관악구 대학동,1280000,110,"없음, 미개봉"
245,아이패드프로 4세대 12.9 풀셋(512),"아이패드(스그)와이파이모델, 매직키보드,팬슬2세대 
풀셋으로 판매합니다
박스나 기타 구성품 다있고 항상 케이스 사용해서 기스나 하자 없습니다 (에플케어 x)
능허대중학교 인근 직거래하고 
안팔리면 알아서 가격 내려요 
네고문의는 무시하고 차단하니 사양하겠습니다",인천 연수구 송도3동 호반베르디움 1차,1700000,102,"없음, 풀박스, 에플케어x"
246,아이패드프로 4세대/128g/실버색상/wifi 신동급,"제목대로 5월3일 분당 프리스비 매장에서 구매한 아이패드 프로4세대 실버색상/128g/wifi 모델과 애플 팬슬 2세대 신동급 
판매합니다.

애플의 감성 및 업무에 사용코자 구매했으나 몇번 메모 및 유튜브 보다가 애플 적응이 안될 것 같아 판매합니다

케이스 씌우고 한번도 벗기지 않아 살기그 조차 없는 거의 새거라 보심 되고요

액정필름 (종이재질)도 붙여져 있고 펜슬 촉도 있고 거진 새거라보셔도 됩니다

구매영수증도 있고 제조일 21년 3월입니다

분당 직거래만 가능~~",경기도 성남시 분당구 이매2동,950000,115,"없음, 필름, 새제품"
247,아이패드 프로 4세대 12.9 팝니다.(wifi 128g),구매한지 4일 됬는데 변심으로 판매합니다.,경남 거제시 수양동,1100000,100,없음
248,(s급)아이패드 프로 4세대 12.9인치 256기가 와이파이,"❌ 사용감 거의 없는 새것과 같습니다 ❌

⭐️개봉하고 사용은 거의 하지 않았고 박스 안 구성품 전부 있습니다. 케이스도 같이 드려요!! 

❌ 네고 , 교환 은 정 중 히 거 절 합 니 다 . ❌",부산 부산진구 범천제1동,1150000,117,"없음, 새제품, 풀박스"
249,아이패드프로4세대 12.9인치 256셀룰러 실버 판매해요 풀박,"셀룰러버젼이구요 풀박입니다!
구매는 20.5월에 구매했구요
리퍼 한번도 안했구 리퍼기간충분해요!
갤탭이 생기다보니 사용빈도 적어서 판매합니다.
애케플 22.07.07까지구요
실버색상이구 상태s급이에요!
스피겐 케이스 끼워져있어요 
다른케이스3만원 정도하는거 같이드려요",광주 동구 황금동,1150000,134,"없음, 최상급, 리퍼기간, 풀박스, 셀룰러"
250,아이패드 프로 4세대 12.9 종이질감 필름 2장,"아이패드 프로 4세대  12.9인치 필름입니다.
종이질감입니다.
몇일전 택배받고 두세트주문 인걸 알았네요.
2장이 한세트 입니다. 
반품 택배비 5000원이라길래 그냥 여기다 싸게 드리는게 이웃끼리 서로 win win인것 같아서 올립니다.
쿨거래 부탁드려요.",경남 창원시 성산구 대방동,19000,100,없음
251,아이패드 프로 4세대 12.9인치 애케플,"매직키보드 아이패드 프로4세대 일괄 판매합니다 
애케플 들어놓았던 상태라 생액정에 다녔습니다 
맘에 안드시면 쓰시다가 리퍼받으시면 되세요",경기도 남양주시 화도읍,1300000,110,"없음, 애플케이플러스"
252,아이패드 프로 4세대 12.9 1t 셀룰러 + 애플케어,"아이패드 프로 4세대 12.9 1t 셀룰러 + 애플케어 + 아이패드 기본 구성품(박스 포함)

사진에는 스페이스그레이라고 써있는데 가격 보여주려고 캡쳐한거구요 제껀 실버에요!

자세한 사항은 문의 주세요",대전 유성구 상대동,1610000,115,"없음, 셀룰러"
253,아이패드 프로 4세대 12.9인치,"아이패드 프로 4세대 12.9인치
128g
스페이스그레이
와이파이

너무 아끼면서 조심히 쓰고 
사놓고 거의 사용하지 않아서
잔기스 조차 없는 깨끗한 제품이에요!
박스에 함께 넣어드립니다
케이안 종이질감 필름 부착된 상태입니다
여분도 하나 있어서 같이 드릴게요! 


필요하신 분들은 연락 부탁드려요!",대구 북구 태전동,1050000,105,"없음, 필름"
254,아이패드 프로 4세대 12.9인치 wifi 256g 미개봉 스페이스그레이,"아이패드 프로 4세대 12.9인치 wifi 모델 스페이스그레이 256g 팝니다.
미개봉 제품이고요 개봉하시고 직접 애플케어플러스 가입가능합니다.
안양에서 직거래도 가능하고 택배 거래도 가능합니다.
편하게 문의주세요.
네고는 안됩니다.",경기도 안양시 만안구 석수1동,1100000,130,"없음, 미개봉, 애플케이플러스, 256"
