,itemname,content,region,price
1393,아이패드 에어3 WIFI 64GB 스페이스그레이+애케플+애플펜슬 1세대+풀박스+케이스+필름부착+펜촉팁,"아이패드 에어3 64GB 스페이스그레이 판매합니다.
애케플 가입돼있고 22년 3월까지입니다!
한번도 리퍼 받은적 없어서 리퍼 가능하십니다.

패드 사자마자 케이스 끼우고 저반사 필름 붙이고
터치인식 버튼에도 아이폰 카메라 렌즈용 필름 붙여놔서 기스 하나도 없습니다.
애플펜슬도 사자마자 펜슬용 케이스 끼우고 사용했고
펜촉에도 펜촉팁 끼우고 사용해서 기스 하나도 없습니다.
박스 전부 그대로있고 안에 내용물도 다 그대로 있습니다.

사용용도는 대부분 영상시청이 다였고, 가끔 그림그리는 용도로만 사용해서 사용량이 적은것같아 판매합니다.
보관하다보니 케이스는 좀 사용감이 있긴한데 같이 드리겠습니다. 펜슬용 보관 케이스도 같이 드릴게요!
친구들 나눠주고 남은 펜촉팁 두개도 같이 드리겠습니다.
배터리 효율은 95%입니다.

상록수, 한대앞, 중앙, 고잔역위주로 직거래 원합니다!
그럼 편하게 연락주세요~!",경기도 안산시 상록구 본오동,"570,000원"
1394,아이패드 프로 A2228(아이패드 프로 11 2세대) 128g,"2020년 출시 
아이패드 프로 A2228 128g 실버 WIFI
(아이패드 프로 11 2세대)
구매는 2021년 2월
보증 2022년 2월까지

보호필름 붙이고 딱 한번 사용하고 박스에 봉인했던 것입니다. 주말에 직거래 가능합니다.",부산 북구 만덕제3동,"810,000원"
1395,아이패드 프로 2세대 10.5인치 256GB(wi-fi) + 애플펜슬 1세대,"안녕하세요? 

와이프가 쓰던, 아이패드와 애플펜슬 판매 합니다.
일괄판매 63만원 입니다. (각각의 가격은 아래 참고)


<아이패드 프로 2세대, 10.5인치, 256GB, wi-fi>
판매가격 : 60만원
상품상태 : 집에서만 사용하여 최상급 입니다.
                    (직접 보시고 결정하셔도 됩니다.)
                    화면은 글래스필름 부착되어 있습니다.
                    배터리 아주 오래 갑니다.
                    대기상태로 한달 이상 갑니다.
포함사항 : 본체, 포장박스, 덮개케이스, 젤리케이스
                     (덮개케이스 뒷면은 살짝 깨짐, 사용에 지장 없음)
                    ** 충전기 및 충전케이블은 미포함 입니다!!

<애플펜슬 1세대>
판매가격 : 7만원
상품상태 : 집에서만 사용하여 최상급 입니다.
                    (직접 보시고 결정하셔도 됩니다.)
포함사항 : 본체, 포장박스, 충전용 연결단자
                    ** 충전기 및 충전케이블은 미포함 입니다!!


문의사항이 있으신 경우, 연락 주세요~^^

* 청북신도시 직거래 입니다.
* 평일 19시 이후, 주말 및 공휴일 거래 가능합니다.
* 택배가능, 선불 및 환불불가 조건입니다.(택배비 별도)",경기도 평택시 청북읍,"630,000원"
1396,아이패드 프로 2세대 256g wifi버전+애플펜슬 팝니다,"12.9인치 wifi 프로2세대 아이패드입니다

거의사용하지않아 판매합니다

애플펜슬은 뚜껑부분이깨졌지만 사용하는데 지장이없습니다(그래서 싸게드립니다)

제품은 찍힘 기스는 거의없으며 뒷면은 풀커버사용중이라깔끔합니다

2세대 특성상 빛샘현상있으나 티가나진않습니다

구매하실분 연락주세요 저렴하게드리며

원하시면 아이패드 거치대도 서비스로드립니다

투명케이스하나있습니다!",광주 동구 호남동,"600,000원"
1397,[S급] 아이패드 에어3 실버 64G wifi버전 팝니다!,"안녕하세요 아이패드 에어3세대 64gb 실버 wifi 제품과 애플펜슬 1세대(거의 새것)를 판매하려고 합니다.
구매일은 2020년 9월이며 제품 제조일은 8월9일 입니다.
아이패드 처음 구매한 날 부터 종이질감필름을 붙였고 케이스도 끼운채로 사용해서 흠집이나 까짐 전혀 없습니다!
종이질감필름은 붙여져있는 상태로 드리려고 합니다.
아이패드는 대부분 집에서 영상 보는 용으로 사용했어요.

구성품은 아이패드, 애플펜슬 1세대, 충전기 입니다. (케이스와 필름은 끼운 채로 드릴게요)
배터리 사이클은 100% 이며 완충 횟수가 ""17번""밖에 안될만큼 사용감 매우 적은 S급 제품입니다.

직거래는 이대, 신촌 가능합니다. 연락주세요 ¨̮ 
(환불은 안되는 점 양해해주세요!)",서울 서대문구 대현동,"570,000원"
1398,아이패드 프로 12.9 128gb 1세대 판매합니다,"아이패드 1세대 12.9 128gb 와이파이 모델 판매합니다. 
초기화 한 상태라 배터리 효율은 확인 못하지만 하루 이상 사용할 수 있습니다. 
앞 액정 한번 교체한적 있습니다. 
박스는 있는데 안에 플라스틱가이드는 없어요;;
구성품은 본체, 정품 충전선 새거 1.2m 드릴께요. 
플러그 부분은 고장나서 버렸어요. 

개봉역에서 직거래 합니다.",서울 구로구 개봉제2동,"430,000원"
1399,아이패드7세대128기가 스페이스그레이,2019년11월20일에 구매했습니다 ! 넷플릭스용으로 집에서만 사용해서 상태 아주 좋아요 ! 박스는 없고 충전기랑 패드만있습니다! 직거래는 건대 에서 가능합니다 !,서울 광진구 화양동,"340,000원"
1400,아이패드 프로 3세대 + 애플펜슬2세대 11인치 와이파이 64gb 모델 + 모쉬케이스,"아이패드 프로 3세대
11인치 와이파이 64gb 모델
모쉬범퍼케이스 6만원 상당 추가

1년반 정도 되었는데 거의 사용하지 않았습니다.
실버 색상
배터리 상태 100%
풀박스 (정품 충전기 포함) + 애플펜슬 풀박스
아이패드 케이스
애플 펜슬 케이스 + 펜촉보호커버 5개
마지막 사진에 미세한 찍힘 자국 1개
하자없음 보증합니다~

아이패드가 필요 없어져서 판매합니다.
상품 최상입니다. 궁금한 점 문의 주세요.

장소: 내동 직거래",대전 서구 내동,"850,000원"
1401,"Apple 아이패드 프로 1세대 11형 WIF + 셀룰러 512G(정품케이스2개,키보드케이스1, 펜슬2세대)","Apple 아이패드 프로 1세대 11형 WIF + 셀룰러 512G(정품케이스2개,키보드케이스1, 펜슬2세대)
다드립니다 
생활기스는 있어요",서울 강서구 화곡동,"1,050,000원"
1402,아이패드프로4세대12.9인치미개봉,"미개봉
스페이스그레이
12.9인치 128gb wifi
범박동 역곡역 부천역 소사역 옥길동 /협의

카메라보호필름 하나남았는데 같이 드릴게요!",경기도 부천시 범박동,"1,080,000원"
1403,아이패드 프로4세대 128g 12.9인치 상태ss,"아이패드 프로4세대 12.9인치 128g wifi
스페이스그레이 색상 판매합니다:)
(펜슬미포함)

퇴근하고 영화볼때만 써서 상태는 그냥 새거에요!
비싼 돈주고 샀는데 활용을 너무 안해서 잘 사용해주실분께 넘겨요!

강화유리필름 낀상태로 사용해서 상태 최상입니다
연락주세요~!
 많이 연락주세요~~",광주 북구 신용동,"1,000,000원"
1404,아이패드 3세대 64g wifi버전 팝니다,아이패드 3세대 팝니다 초기화 다 되어있습니다,부산 영도구 청학제2동,"70,000원"
1405,아이패드 미니5 64g wifi 실버,"깨끗하구요~ 기스도거의 없습니당!!
충전기,박스x 가지러오셔야함 펜슬드림!
참고로펜슬뚜겅은 없네용",전북 전주시 완산구 중앙동,"300,000원"
1406,아이패드 에어1  32G 팝니다,"아이패드 화면은 계속 강화필름 사용으로
기스없고 모서리 부분은 가벼운 찍힘자국
있으나 사용상 전혀 지장 없습니다
밧데리 충전 기능 매우양호합니다
케이스 같이 드립니다",제주 제주시 노형동,"200,000원"
1407,아이패드 6세대 종이질감 필름,"좀비 베리어 종이질감 보호 필름
당근 장바구니로 교환 가능해요~",경기도 광명시 철산동,"3,000원"
1408,아이패드 에어2 128기가 와이파이 팝니다,"아이패드 에어2 128기가 와이파이 모델 팝니다
동영상이랑 전자책볼때만 사용하다가
노트북 새로 사서 처분합니다

앞면은 필름 붙이고 써서 깨끗하고
뒷면도 새거 정도는 아니지만, 케이스 씌우고 써서 큰 기스나 파손 없습니다.

본체만 있으며 배터리 효율은 95% 입니다
케이스 새거도 하나 드려요",부산 해운대구 우동,"230,000원"
1409,🍎아이패드 프로3세대 12.9인치 실버 512GB (wifi)+애플펜슬 2세대 +유에이지 강화유리보호필름**풀박스,"안녕하세요!!!!
정말 애지중지 집에서만 써서 찍힘 전혀없는

**아이패드 프로 3세대 / 실버 / 12.9인치 / 512GB / wifi /  박스포함(정품 충전기포함) + 애플팬슬 2세대**

팝니다!!!!!!! 정말 아끼는 친구입니다!!!!!! 


유에이지 강화유리 보호필름 붙여있고, 원하신다면 사진에 있는 슈피겐 폴드케이스 같이 드리겠습니다. 

개인 사정으로 빠른 처분 원하기때문에ㅠㅠ
🔥쿨거래시 5만원 빼드리겠습니다.

내방역,이수역 직거래원합니다",서울 서초구 방배4동,"950,000원"
1410,아이패드 프로12.9커버,"새거 포장 뜯어 놓은 상태
카키색 
매직키보드사용땜에 필요가 없어서 판매합니다",경기도 성남시 분당구 정자2동,"8,500원"
1411,아이패드 프로4세대 12.9 매직키보드 네고X,"애플 아이패드 프로 4세대 12.9인치 
매직키보드 한글자판 판매합니다
집에서만 사용해서 기스 일절 없습니다
2월 22일에 구매해서 자기전에 침대에서만 사용하다가 사용빈도가 줄어서 판매합니다
스티커는 원하시면 제거해드리겠습니다
제품 박스 있습니다",경기도 안양시 만안구 석수1동,"340,000원"
1412,아이패드 정품 스마트커버 콘플라워,"아이패드 정품 스마트 커버 콘플라워 색상

사용감 있습니다

호환제품
아이패드 7세대, 8세대
아이패드 에어 3세대
아이패드 프로 10.5

직거래 전남대입니다",광주 북구 용봉동,"20,000원"
1413,아이패드미니5 로즈골드 셀룰러64G 리퍼 미사용품,"5월11일 세종에서 리퍼받은 그상태 그대로 입니다.
풀박스 구요
충전기,충전케이블은 사용하던겁니다.
일본판 사서 충전기 덕헤드에 돼지코 끼워야 하구요
돼지코는 같이 드립니다.

리퍼후90일간 보증수리 받으실수 있어요

와이파이 아니고

셀룰러입니다.

네고없이 구매하실분들만 연락주세요",대전 유성구 관평동,"500,000원"
1414,아이패드 스마트폴리오키보드,"10.5형 iPad Pro
iPad Air(3세대)
iPad(8세대)
iPad(7세대)
호환 가능합니다
한달 전에 신세계 지하에서 구매한 제품이에요
상태 엄청 깨끗하고 링케 펜 홀더도 붙어있어요!
상자 없이 단품입니다",광주 동구 충장로1가,"120,000원"
1415,아이패드 64기가 wifi(스페이스 그레이) + 애플펜슬 1세대,"2020년 5월에 구매했구여, 집에서 공부할 때만,
케이스낀 채로만 사용해서 기스도 안보이구여, 종이필름 부착되어 있어요~

펜슬은 살짝 금이 난 부분있어요

케이스랑 블루투스 키보드 같이 드려요!
박스 구성품 모두 있습니다~
직거래는 간석, 부평, 인천 어지간해선 가능해요",인천 남동구 간석3동,"580,000원"
1416,아이패드 프로 4 11 wifi 128g 스페이스그레이,"2020/4/19제품
보증만료5월
애케플 미가입
하단부 작은스크레치있음

본체+펜슬+케이스",경기도 성남시 분당구 이매2동,78원
1417,아이패드7세대 + 애플펜슬,"작년에 선물 받고 두세번 쓰고 
그대로 둔 상태라서 팝니다.
32기가 구요, 꺼내다가 뒤쪽에 약간 작게 긁혔어요 그거 말고는 기스 하자 없어요
애플펜슬은 거의 새것입니다,,
받은 그대로 드릴게요~!",서울 송파구 문정동,"420,000원"
1418,아이패드 미니4케이스(+필름) 가격내림,"원가 20500원
기종 잘못 선택해서 팝니다ㅠ
동춘동에서 직거래해요
 더이상 가격 못 내려요ㅠㅠㅠ 언넝 겟겟!!!!!",인천 연수구 동춘동,"7,500원"
1419,아이패드 프로 4세대 12.9인치 256 wifi +애플펜슬 2세대,"작년 11월 구매 후 약 3개월 사용하였습니다
최근에 잘 사용하지 않아 판매 합니다

구입 후 바로 종이질감 필름 붙이고, 케이스 장착하여 사용 하였고, 공부할때 외에는 거의 사용하지 않았습니다

기스거의 없는 상태로, A급 이상입니다


아이패드 4세대 12.9인치 256 
애플펜슬 2세대

커버랑 필름까지 다해서 160만원이상에 구매했던 제품입니다

박스까지 풀로 있습니다

일괄 판매 예정으로 가격은 130만원입니다

관심있으신분 연락주세요~",경북 포항시 남구 대이동,"1,250,000원"
1420,아이패드 미니 레티나2(와이파이 16),"아이패드 미니 레티나 2 와이파이 16기가입니다
아주 빠르지는 않지만 인강이나 인터넷하기에는 문제없습니다. 집에서 스피커에 연결해서 노래듣는 용도로 사용했습니다.

뒤에 이름 영어로 각인되어있는데 케이스 끼면 안보입니다
윗부분 약간 흠집있는데 티는 안납니다

+ 키보드 케이스 포함 (좋은건 아님)",대구 동구 신암5동,"100,000원"
1421,아이패드미니5 64기가 와이파이버전 실버 팝니다,"S급이구요
인터넷 서치만 하고 거의 보관만해놓았네요
보관할때도 전원을 꺼놓았고 
배터리 효율 100%입니다
케이스 파우치도 드리고 풀 박스드립니다",충북 청주시 서원구 모충동,"380,000원"
1422,아이패드 초창기 모델 16기가,"2009년인가 2010년인가에 나온 초창기 아이패드입니다 충전 잘 돼요 충전기는 없습니다 딴거에 꽂으셔야해요
ios 5.1에서 업데이트 멈췄습니다 그래서 되는 어플이 없습니다 벽돌이죠 그래도 사파리에서 유투브는 돌아갑니다
신기하심 구매해보셔도 좋을 듯 합니다 느리다고 환불 안돼요 아이패드 조상님이에요 
구로 포포인츠 쉐라톤 호텔 앞에서 직거래합니다",서울 구로구 구로제3동,"40,000원"
